id,question,chat_history
"50,Ich brauche dringend eine Bestaetigung fuer die Ma35,[],""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
"51,Eine Bestaetigung fuer das Visa,[],""Ich konnte in den verfuegbaren Quellen keine verlaessliche Information finden, ob Viennabase eine Bestaetigung speziell fuer ein Visum ausstellt.\n\nBekannt ist nur, dass Viennabase den Studierendenstatus jederzeit ueberpruefen und eine Studienbestaetigung einfordern kann. Fuer eine sichere Auskunft solltest du direkt das Viennabase-Buero oder die Heimleitung kontaktieren."",data/Aufnahmerichtlinien.pdf [Aufnahmerichtlinien],bad;",,
"52,Wie teuer ist ein Feueralarm?,[],""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
"53,Darf ich im Zimmer rauchen?,[],""Nein. Im gesamten Gebaeude, also auch in den Heimzimmern, gilt aufgrund der Rauchmelder absolutes Rauchverbot. Nur in ausgewiesenen Raucherzonen darf geraucht werden."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"54,Darf ich in meinem Zimmer Poster an die wand haengen?,[],""Nein. Laut den Hausregeln darf an den Waenden in Zimmern, Gaengen und Allgemeinbereichen nichts angebracht werden, auch nicht mit Tixo. Lediglich etwaige Pinnwaende duerfen benutzt werden."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],good;",,
"55,Kann der Haustechniker kommen?,[],""Ja, der Haustechniker kann Schaeden bzw. technische Probleme in deinem Zimmer beheben.\nLaut den Informationen werden Schadensbehebungen durch die Haustechniker*innen waehrend der ueblichen Dienstzeiten durchgefuehrt und koennen ohne Terminvereinbarung sowie ohne Anwesenheit des/der Heimbewohner/in erfolgen.\n\nWenn du moechtest, kann ich dir auch sagen, wie du das meldest."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],good;",,
"56,Darf ich in den Ferien mein Zimmer vermieten?,[],""Nein. Laut den verfuegbaren Informationen ist eine Ueberlassung an Dritte untersagt und kann zum sofortigen Verlust des Heimplatzes fuehren. Das gilt auch dann, wenn du dein Zimmer nur in den Ferien vermieten moechtest."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"57,Meine Dusche ist verstopft. Was soll ich tun?,[],""Bitte informiere uns ueber deinen mybase-Bereich, damit keine Folgeschaeden entstehen. Unser Haustechniker kuemmert sich dann schnellstmoeglich darum.\n\nWenn du moechtest, kann ich dir auch sagen, wie du das am besten dort meldest."",https://viennabase.at/faq/ [faq],good;",,
"58,Es tropft Wasser von der Decke. Was soll ich tun?,[],""Bitte informiere uns sofort ueber deinen mybase-Bereich, damit keine Folgeschaeden entstehen. Unser Haustechniker kuemmert sich schnellstmoeglich darum."",https://viennabase.at/faq/ [faq],good;",,
"59,Ich moechte am Samstag den Grill im Garten nutzen. Muss ich ihn reservieren?,[],""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
"60,Wie kann ich einen Schaden melden?,[],""Bitte informiere uns ueber deinen mybase-Bereich. So koennen wir Folgeschaeden vermeiden, und unser Haustechniker kuemmert sich schnellstmoeglich darum.\n\nWenn der Schaden schon beim Einzug da war: Bitte ebenfalls ueber mybase melden und am besten Fotos machen."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"61,Kann ich einen Termin vereinbaren?,""[{""""role"""": """"user"""", """"content"""": """"Wie kann ich einen Schaden melden?""""}, {""""role"""": """"assistant"""", """"content"""": """"Bitte informiere uns ueber deinen mybase-Bereich. So koennen wir Folgeschaeden vermeiden, und unser Haustechniker kuemmert sich schnellstmoeglich darum.\\n\\nWenn der Schaden schon beim Einzug da war: Bitte ebenfalls ueber mybase melden und am besten Fotos machen.""""}]"",""Ja, ein Einzug vor Vertragsbeginn ist nur nach Ruecksprache moeglich. Ob und wie genau dafuer ein Termin vereinbart werden kann, geht aus den verfuegbaren Quellen nicht eindeutig hervor.\n\nWenn du magst, kann ich dir helfen, die Frage genauer einzuordnen:\n\n• meinst du einen frueheren Einzugstermin?\n• oder einen Termin zur Wohnungsuebergabe / Besichtigung?"",https://viennabase.at/faq/ [faq],bad;",,
"62,Einen Termin fuer die Reparatur meinte ich,""[{""""role"""": """"user"""", """"content"""": """"Wie kann ich einen Schaden melden?""""}, {""""role"""": """"assistant"""", """"content"""": """"Bitte informiere uns ueber deinen mybase-Bereich. So koennen wir Folgeschaeden vermeiden, und unser Haustechniker kuemmert sich schnellstmoeglich darum.\\n\\nWenn der Schaden schon beim Einzug da war: Bitte ebenfalls ueber mybase melden und am besten Fotos machen.""""}, {""""role"""": """"user"""", """"content"""": """"Kann ich einen Termin vereinbaren?""""}, {""""role"""": """"assistant"""", """"content"""": """"Ja, ein Einzug vor Vertragsbeginn ist nur nach Ruecksprache moeglich. Ob und wie genau dafuer ein Termin vereinbart werden kann, geht aus den verfuegbaren Quellen nicht eindeutig hervor.\\n\\nWenn du magst, kann ich dir helfen, die Frage genauer einzuordnen:\\n\\n• meinst du einen frueheren Einzugstermin?\\n• oder einen Termin zur Wohnungsuebergabe / Besichtigung?""""}]"",""Fuer Reparaturen steht in den verfuegbaren Quellen nur, dass du den Schaden ueber deinen mybase-Bereich melden sollst und der Haustechniker sich schnellstmoeglich darum kuemmert.\n\nOb du dafuer einen Termin vereinbaren kannst, geht aus den vorhandenen Informationen nicht eindeutig hervor.\n\nWenn du moechtest, kann ich dir helfen, die Frage noch genauer einzuordnen — meinst du einen Termin fuer den Haustechniker oder eine Wunschuhrzeit?"",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],bad;",,
"63,Mein wifi funktioniert nicht. Es soll ich tun?,[],""Wenn dein WLAN/WIFI nicht funktioniert, wende dich bitte direkt an unseren Internetprovider per E-Mail an support@viennabase.at und schicke dabei:\n\n• deinen Namen\n• deine Zimmernummer\n• deine Kontaktdaten\n• eine detaillierte Beschreibung des Problems\n\nDer Provider kuemmert sich dann um dein Anliegen.\nFalls du zusaetzlich ein allgemeines technisches Problem im Zimmer hast, kannst du uns auch ueber deinen mybase-Bereich informieren."",https://viennabase.at/faq/ [faq],good;",,
"64,Wann wird meine Miete vom Konto abgebucht?,[],""Das monatliche Benutzungsentgelt wird automatisch um den 5. des Monats von deinem Konto abgebucht.\n\nFalls noch kein SEPA von dir vorliegt, musst du das Benutzungsentgelt selbststaendig puenktlich bis zum 5. des Monats ueberweisen."",https://viennabase.at/faq/ [faq],good;",,
"65,Warum habe ich eine Mahnung erhalten?,[],""Dazu finde ich in den verfuegbaren Viennabase-Quellen keine verlaessliche Erklaerung. Wenn du moechtest, kann ich dir helfen, die passende Stelle im Vertrag oder im mybase-Bereich zu formulieren — oder du fragst direkt beim Viennabase-Buero bzw. bei der Heimleitung nach."",https://viennabase.at/faq/ [faq],bad;",,
"66,Kann ich mein Zimmer vor Einzug besichtigen?,[],""Dazu finde ich in den verfuegbaren Informationen keine zuverlaessige Antwort. Es wird beschrieben, was nach dem Einzug zu tun ist und wie die Bewerbung ablaeuft, aber nicht, ob eine Besichtigung vor dem Einzug moeglich ist."",https://viennabase.at/faq/ [faq],bad;",,
"67,Kann ich ein Zimmer mieten auch wenn ich nicht studiere?,[],""Ja, aber nur als Gastplatz und nur wenn es freie Plaetze gibt und keine Nachfrage von Studierenden vorliegt. Der Preis kann dabei abweichen."",https://viennabase.at/faq/ [faq],good;",,
"68,Warum muss ich eine Anmeldegebuehr bezahlen?,[],""Die Anmeldegebuehr wird verlangt, weil bei der Pruefung deiner Bewerbung administrativer Aufwand entsteht. Sie dient dazu, diese Kosten abzudecken. Die Gebuehr ist nur einmal direkt bei der Bewerbung fuer das Zimmer zu bezahlen und wird nicht refundiert."",https://viennabase.at/faq/ [faq],good;",,
"69,Und kostet die Vertragsverlaengerung etwas?,""[{""""role"""": """"user"""", """"content"""": """"Warum muss ich eine Anmeldegebuehr bezahlen?""""}, {""""role"""": """"assistant"""", """"content"""": """"Die Anmeldegebuehr wird verlangt, weil bei der Pruefung deiner Bewerbung administrativer Aufwand entsteht. Sie dient dazu, diese Kosten abzudecken. Die Gebuehr ist nur einmal direkt bei der Bewerbung fuer das Zimmer zu bezahlen und wird nicht refundiert.""""}]"",""Aus den verfuegbaren Informationen geht keine Gebuehr fuer die Vertragsverlaengerung selbst hervor.\n\nWas ich sicher sagen kann:\n\n• Die Verlaengerung muss schriftlich beantragt werden.\n• Der Antrag fuer eine Verlaengerung ueber den 31.8. hinaus muss vor dem 15.3. gestellt werden.\n• Eine Verlaengerung ist nur moeglich, wenn du keine offenen Zahlungen hast und noch Student/in bist.\n\nFalls du wissen moechtest, ob im Zuge der Verlaengerung eventuell andere Kosten anfallen, konnte ich dazu in den Quellen keine zuverlaessige Angabe finden."",https://viennabase.at/faq/ [faq] | data/AGBs.pdf [AGBs],good;",,
"70,Bis wann muss ich meinen Vertrag verlaengern?,[],""Du musst die Verlaengerung bis spaetestens 15. Maerz des laufenden Studienjahres beantragen bzw. schriftlich bekannt geben.\n\nLaut den Angaben gilt:\n\n• Antrag auf Verlaengerung vor dem 15.3.\n• ueber dein mybase-Bereich kannst du die Verlaengerung beantragen\n\nWenn du moechtest, kann ich dir auch kurz sagen, wie du die Verlaengerung beantragst."",https://viennabase.at/faq/ [faq] | data/AGBs.pdf [AGBs] | data/Heimstatut.pdf [Heimstatut],ok;",,
"71,Was ist wenn ich die Frist verpasst habe?,""[{""""role"""": """"user"""", """"content"""": """"Bis wann muss ich meinen Vertrag verlaengern?""""}, {""""role"""": """"assistant"""", """"content"""": """"Du musst die Verlaengerung bis spaetestens 15. Maerz des laufenden Studienjahres beantragen bzw. schriftlich bekannt geben.\\n\\nLaut den Angaben gilt:\\n\\n• Antrag auf Verlaengerung vor dem 15.3.\\n• ueber dein mybase-Bereich kannst du die Verlaengerung beantragen\\n\\nWenn du moechtest, kann ich dir auch kurz sagen, wie du die Verlaengerung beantragst.""""}]"",""Laut den verfuegbaren Informationen muss die Vertragsverlaengerung bis spaetestens 15. Maerz des laufenden Studienjahres schriftlich bekannt gegeben werden.\n\nWas passiert, wenn du die Frist verpasst hast, steht in den Quellen nicht eindeutig. Ich konnte dazu keine verlaessliche Regel finden.\n\nFalls du moechtest, kann ich dir aber sagen, an wen du dich bei Viennabase am besten direkt wenden solltest."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut] | data/AGBs.pdf [AGBs],bad;",,
"72,Muss ich mich jedes Jahr nur anmelden?,[],""Dein Benutzungsvertrag ist grundsaetzlich immer nur fuer 1 Studienjahr gueltig, du kannst ihn aber jaehrlich verlaengern, solange du studierst.\n\nFalls du mit „anmelden“ beim Meldeamt meinst: Du musst dich dort einmal innerhalb von drei Tagen nach Erhalt des Meldezettels registrieren. Eine jaehrliche Neuanmeldung beim Meldeamt ist aus dem vorhandenen Kontext nicht ersichtlich.\n\nWenn du moechtest, kann ich dir auch den Unterschied zwischen Verlaengerung des Vertrags und Meldung beim Meldeamt kurz erklaeren."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"73,Kann ich meinen Vertrag jederzeit kuendigen?,[],""Nein, nicht jederzeit.\n\nLaut den verfuegbaren Informationen gelten feste Kuendigungsfristen:\n\n• Fuer einen Auszug Ende Februar muss spaetestens bis 30.11. des Vorjahres gekuendigt werden.\n• Fuer einen Auszug Ende Juni oder Ende Juli muss spaetestens bis 30.4. desselben Jahres gekuendigt werden.\n\nEs gibt ausserdem Faelle, in denen base den Vertrag vor Ablauf kuendigen kann, zum Beispiel bei groben Verstoessen oder bei dreimaliger schriftlicher Aufforderung mit zwei Benutzungsentgelten im Rueckstand.\n\nWenn du moechtest, kann ich dir auch die Fristen fuer deinen konkreten Auszugszeitpunkt kurz zusammenfassen."",https://viennabase.at/faq/ [faq] | data/AGBs.pdf [AGBs],good;",,
"74,Wieviel bekomme ich von meiner Kaution zurueck?,[],""Von der Kaution wird die Endreinigungsgebuehr und das Benutzungsentgelt abgezogen. Wenn du Schaeden verursacht hast, wird auch dafuer ein entsprechender Teil einbehalten. Ausserdem muessen alle finanziellen Verpflichtungen gegenueber Viennabase erfuellt sein.\n\nDie genaue Rueckzahlung haengt also davon ab, ob solche Abzuege anfallen."",https://viennabase.at/faq/ [faq],good;",,
"75,""Kann ich einen Staubsauger ausleihen? Wenn ja, wo bekomme ich ihn?"",[],""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
76,Was soll ich tun wenn meine Heizung nicht funktioniert?,[]
77,Gibt es eine Nachtruhe?,[]
"78,Was tun wenn jemand zu laut ist?,[],""Waehrend der Nachtruhe von 22:00 bis 6:00 Uhr soll man sich ruhig verhalten und Ruecksicht auf andere nehmen.\n\nWenn jemand zu laut ist, geben die verfuegbaren Informationen keine genaue Anleitung, was man in diesem Fall konkret tun soll. Bitte sag mir kurz, ob es um eine Situation in der Nacht oder tagsueber geht, dann kann ich es genauer einordnen."",https://viennabase.at/faq/ [faq],bad;",,
"79,Laute Musik in der Nacht,""[{""""role"""": """"user"""", """"content"""": """"Was tun wenn jemand zu laut ist?""""}, {""""role"""": """"assistant"""", """"content"""": """"Waehrend der Nachtruhe von 22:00 bis 6:00 Uhr soll man sich ruhig verhalten und Ruecksicht auf andere nehmen.\\n\\nWenn jemand zu laut ist, geben die verfuegbaren Informationen keine genaue Anleitung, was man in diesem Fall konkret tun soll. Bitte sag mir kurz, ob es um eine Situation in der Nacht oder tagsueber geht, dann kann ich es genauer einordnen.""""}]"",In der Viennabase gilt Nachtruhe von 22:00 Uhr bis 6:00 Uhr frueh. In dieser Zeit soll man sich ruhig verhalten und Ruecksicht auf andere nehmen.\n\nAusserdem ist laute Musik und Musizieren in den Zimmern und den Gemeinschaftsraeumen generell nicht erlaubt.,https://viennabase.at/faq/ [faq],bad;",,
"80,Was muss ich bei einem Feueralarm tun?,[],""Die verfuegbaren Quellen enthalten dazu leider keine zuverlaessige konkrete Anweisung. Es steht nur, dass im Gebaeude Rauchverbot gilt und ausgeloeste Feueralarme dem Verursacher in Rechnung gestellt werden koennen.\n\nWenn du moechtest, kann ich dir helfen, die allgemeine Frage nur auf Basis der vorhandenen Informationen einzuordnen — eine genaue Verhaltensanweisung bei Feueralarm ist hier aber nicht enthalten."",https://viennabase.at/faq/ [faq],bad;",,
